feature,importance
landscape_feat_522,0.004285714285714285
landscape_feat_1731,0.004166666666666666
landscape_feat_854,0.004126984126984127
landscape_feat_1169,0.004117647058823529
landscape_feat_2436,0.004074074074074075
landscape_feat_2109,0.003978243978243977
landscape_feat_56,0.003968253968253969
landscape_feat_1701,0.003896103896103896
landscape_feat_2537,0.0038888888888888888
landscape_feat_2487,0.0038095238095238095
landscape_feat_2108,0.0037762237762237754
landscape_feat_1724,0.00375
landscape_feat_2168,0.00375
landscape_feat_2127,0.00375
landscape_feat_1766,0.00375
landscape_feat_1929,0.0037499999999999994
landscape_feat_1733,0.003749999999999999
landscape_feat_2219,0.0036063936063936057
landscape_feat_1900,0.0036000000000000016
landscape_feat_1712,0.003551678400163249
landscape_feat_654,0.0035256410256410253
landscape_feat_2295,0.0035256410256410253
landscape_feat_2379,0.0035064935064935076
landscape_feat_1064,0.0035064935064935076
landscape_feat_1996,0.003418803418803419
landscape_feat_1624,0.003418803418803419
landscape_feat_2222,0.0034188034188034184
landscape_feat_1824,0.00336035681490227
landscape_feat_2027,0.0033333333333333344
landscape_feat_2698,0.0033333333333333344
landscape_feat_1540,0.0033333333333333335
landscape_feat_2019,0.0033333333333333335
landscape_feat_1979,0.0033333333333333335
landscape_feat_2258,0.003333333333333333
landscape_feat_2191,0.0033163265306122443
landscape_feat_1527,0.0033163265306122443
landscape_feat_1982,0.0033163265306122443
landscape_feat_2411,0.003305785123966942
landscape_feat_138,0.0033033459595959587
landscape_feat_1721,0.0032773109243697477
landscape_feat_2068,0.003246753246753248
landscape_feat_1655,0.003246753246753248
landscape_feat_683,0.00324074074074074
landscape_feat_1096,0.003232323232323232
landscape_feat_1510,0.0032323232323232315
landscape_feat_125,0.003142536475869809
landscape_feat_1058,0.0030769230769230765
landscape_feat_180,0.0030555555555555557
landscape_feat_2501,0.0030476190476190477
landscape_feat_820,0.0029296875000000004
landscape_feat_565,0.0029296875000000004
landscape_feat_2637,0.002910052910052911
landscape_feat_2571,0.0029008029008029002
landscape_feat_533,0.0028571428571428576
landscape_feat_535,0.002844444444444445
landscape_feat_1821,0.0028125000000000008
landscape_feat_2087,0.002797202797202798
landscape_feat_513,0.002797202797202797
landscape_feat_2358,0.002777777777777778
landscape_feat_1091,0.0027272727272727266
landscape_feat_2247,0.0026936026936026937
landscape_feat_2408,0.002678571428571429
landscape_feat_551,0.0026666666666666666
landscape_feat_1596,0.002597402597402598
landscape_feat_1591,0.002597402597402598
landscape_feat_2622,0.002414285714285714
landscape_feat_243,0.0023809523809523807
landscape_feat_1085,0.0023809523809523807
landscape_feat_2513,0.0023437500000000003
landscape_feat_2512,0.0023437500000000003
landscape_feat_253,0.0022657342657342655
landscape_feat_2413,0.0022222222222222222
landscape_feat_1866,0.0022222222222222222
landscape_feat_1088,0.0022222222222222214
landscape_feat_47,0.002051282051282051
landscape_feat_1626,0.0020408163265306133
landscape_feat_1634,0.0020408163265306133
landscape_feat_1172,0.0020408163265306133
landscape_feat_2272,0.002040816326530613
landscape_feat_863,0.002028740490278951
landscape_feat_74,0.0020202020202020206
landscape_feat_1692,0.002014652014652015
landscape_feat_1524,0.0020089285714285712
landscape_feat_2585,0.002
landscape_feat_2204,0.002
landscape_feat_2159,0.001998001998001998
landscape_feat_2506,0.001958983777165596
landscape_feat_2265,0.001958983777165596
landscape_feat_2202,0.0019444444444444437
landscape_feat_875,0.0019230769230769223
landscape_feat_2128,0.0019230769230769223
landscape_feat_2243,0.0019230769230769223
landscape_feat_2683,0.0019230769230769223
landscape_feat_1052,0.0019097222222222224
landscape_feat_2480,0.0019097222222222224
landscape_feat_2285,0.0019097222222222224
landscape_feat_1600,0.0019047619047619043
landscape_feat_1975,0.0018939393939393942
landscape_feat_1168,0.0018939393939393942
landscape_feat_1551,0.0018939393939393942
landscape_feat_2499,0.001883830455259027
landscape_feat_2693,0.0018750000000000006
landscape_feat_2186,0.001866666666666666
landscape_feat_562,0.0018632009016624413
landscape_feat_227,0.001851851851851852
landscape_feat_2346,0.0018518518518518517
landscape_feat_1623,0.0018518518518518517
landscape_feat_62,0.0018365472910927458
landscape_feat_1053,0.0018365472910927454
landscape_feat_596,0.0018365472910927452
landscape_feat_2587,0.0018229166666666665
landscape_feat_542,0.0018229166666666665
landscape_feat_1608,0.0018181818181818188
landscape_feat_1507,0.0018181818181818188
landscape_feat_1679,0.0018181818181818188
landscape_feat_2418,0.0018181818181818182
landscape_feat_1565,0.0018000000000000004
landscape_feat_50,0.0017957351290684622
landscape_feat_2597,0.0017957351290684622
landscape_feat_181,0.001795735129068462
landscape_feat_1695,0.0017957351290684618
landscape_feat_1612,0.0017957351290684618
landscape_feat_2300,0.0017857142857142857
landscape_feat_1959,0.0017676767676767678
landscape_feat_2038,0.0017676767676767678
